id,type,text1,text2,text3,text4,notes,Column 08
armaa_monitor_rightArm_gauss,WEAPON,"A long range weapon designed to overload the target's shields. The heavy kinetic slug it fires is also effective against all but the heaviest armor.
Uses magnetic coils to accelerate a 300mm caseless ultraheavy elemental slug to relativistic speeds. Usually rated at the hundreds of giga-amperes range, rarely exceeding one tera-ampere. Unlike most ballistic weapons, has a very high flux load when fired. Turrets mounted with this system have an extremely poor turn rate.",,,,,
,,,,,,,
armaa_aleste_blade_RightArm,WEAPON,"""My hypothesis is that these 'laser swords' employ the same principles behind other beams usin' a hyperdimensional filter. Any electronics that ain't vaporized outright will probably be severely crippled, so it can disable weapons and engines should the need arise, assumin' the fool using this wasn't pounded to scrap by point defenses.

Commander, why're ya lookin' at me like that?""",- Chief Mechanic,,,,
,,,,,,,
armaa_leynos_shotgun_right,WEAPON,"The semi-automatic 'Splatter' shotgun. Aptly named for the horrendous aftermath its oversized shells inflict on the crew unfortunate enough to be near the bulkheads it pierces. ArmaA Corporation denies any and all allegations regarding supposedly using materials forbidden by the Domain (and by extension) Hegemony Law, Section Regarding Restricted Weaponry.",,,,,
,,,,,,,
armaa_leynos_autocannon_right,WEAPON,"Trustworthy and dependable autocannon mostly used in planetside warfare, where its destructive potential is widely known by armed forces and civilians alike. Unfortunately, It does not fare quite as well against spaceship-grade armor and shielding, but exposed hull is extremely vulnerable to its destructive shells.",,,,,
,,,,,,,
armaa_leynosBoostKnuckle,WEAPON,"This modified arm launches a fist reinforced by a minor damper field. The launched appendage 'handily' stresses shield generators and has enough kinetic force behind it deal some damage to armor and hull, but is vulnerable to interception via point defenses.",,,,,
,,,,,,,
armaa_leynos_ppc,WEAPON,"Devastating energy weapon capable of inflicting ruinous damage to enemy vessels. Unfortunately, spaceship shielding and armor easily negate vast majority of energy charge carried by the projectile, but a direct shot on exposed hull is known to cripple - if not outright obliterate frigates and even destroyer-sized ships.",,,,,
,,,,,,,
armaa_armaa_valkenHead_gunmetal,WEAPON,A rapid fire weapon that is especially devastating to missiles and fighters at point-blank range. Accuracy degrades sharply during prolonged bursts.,,,,,
,,,,,,,
armaa_armaa_valkenHead,WEAPON,A rapid fire weapon that is especially devastating to missiles and fighters at point-blank range. Accuracy degrades sharply during prolonged bursts.,,,,,
,,,,,,,
armaa_leynos_railgun,WEAPON,"An improvement over the autocannon design, the Railgun accurately fires slugs at medium range. This version of the weapon fires smaller, weaker slugs covered in electromagnetic coating. Rounds cause disruptions in weaponry and auxiliary systems.",,,,,
,,,,,,,
armaa_altagrave_ppc,WEAPON,"Devastating energy weapon capable of inflicting ruinous damage to enemy vessels. Unfortunately, spaceship shielding and armor easily negate vast majority of energy charge carried by the projectile, but a direct shot on exposed hull is known to cripple - if not outright obliterate frigates and even destroyer-sized ships.",,,,,
,,,,,,,
armaa_leynosBazooka,WEAPON,Fires a small tight cluster of rocket-mines which activate and explode in proximity of enemy forces. Easily stopped by point defense weaponry. Official weapon manual recommends using them in close range if point defences are present as well as mentioning of its efficacy against clustered strike craft.,,,,,
,,,,,,,
armaa_leynos_head,WEAPON,The head-mounted Anti Missile Weapon System is a combination fire-control system linked with an integrated Burst PD Laser.,,,,,
,,,,,,,
armaa_leynos_head_comet,WEAPON,The head-mounted Anti Missile Weapon System is a combination fire-control system linked with an integrated Burst PD Laser.,,,,,
,,,,,,,
armaa_valken_torso_gunmetal,WEAPON,"A small caliber cannon designed for close-range fights, excellent versus armor and with a superb fire rate.
Small caliber cannon designed to fire high-explosive rounds. Design of the coolant systems and autoloader emphasizes safety and prevention of cook-off potentially caused by high flux levels. Favored by destroyer captains that have something to prove.",,,,,
,,,,,,,
armaa_valken_torso_black,WEAPON,"A small caliber cannon designed for close-range fights, excellent versus armor and with a superb fire rate.
Small caliber cannon designed to fire high-explosive rounds. Design of the coolant systems and autoloader emphasizes safety and prevention of cook-off potentially caused by high flux levels. Favored by destroyer captains that have something to prove.",,,,,
,,,,,,,
armaa_leynos_crusher_right,WEAPON,"Dual-barreled energy weapon firing plasma projectiles which explode on contact with stable matter, such as spaceship armor or shielding. The delay between shots has to be accounted for when firing.",,,,,
,,,,,,,
armaa_valken_gun,WEAPON,A variant of the sector-standard railgun that fires a burst of smaller slugs instead of a singular round.,,,,,
,,,,,,,
armaa_valken_missile,WEAPON,"Miniature missiles. Easily intercepted, they are generally fired in large quantities to ensure at least a few breach point defense fields.",,,,,
,,,,,,,
armaa_valkenx_torso,WEAPON,A medium range energy cannon that delivers an electro-magnetic pulse (EMP) and can quickly disable enemy systems/engines.,,,,,
,,,,,,,
armaa_chaingun,WEAPON,The Assault Chaingun delivers high-explosive shaped charge rounds on target at nearly 400 shells per minute. Features electrically driven feed and ejector systems and an advanced nano cooling unit built right into the barrel..,,,,,
,,,,,,,
armaa_valkenxLeftArm,WEAPON,"""My hypothesis is that these 'laser swords' employ the same principles behind other beams usin' a hyperdimensional filter. Any electronics that ain't vaporized outright will probably be severely crippled, so it can disable weapons and engines should the need arise, assumin' the fool using this wasn't pounded to scrap by point defenses.

Commander, why're ya lookin' at me like that?""",- Chief Mechanic,,,,
,,,,,,,
armaa_legioMech_head,WEAPON,"""Point defense Weapon.""",,,,,
,,,,,,,
armaa_aleste_flamer_right,WEAPON,"Evolution of the DR-79 plasma gatling. Rather short-ranged, but deadly in close-quarters combat.",,,,,
armaa_altagrave_rightArm,WEAPON,"Fires nanomachines encased in a plasma sheathe shaped by the device's electromagnetic field. The resulting smart projectile produces a brilliant trail of energy while launched and has limited homing capability, although it fares rather poorly against small targets. Precise shots on the drone itself is enough to disrupt and destroy these projectiles.",,,,,
armaa_altagrave_head,WEAPON,The head-mounted Anti Missile Weapon System is a combination fire-control system linked with an integrated Burst PD Laser.,,,,,
armaa_altagrave_head_c,WEAPON,The head-mounted Anti Missile Weapon System is a combination fire-control system linked with an integrated Burst PD Laser.,,,,,
armaa_altagrave_head_g,WEAPON,The head-mounted Anti Missile Weapon System is a combination fire-control system linked with an integrated Burst PD Laser.,,,,,
armaa_altagrave_head_ex,WEAPON,The head-mounted Anti Missile Weapon System is a combination fire-control system linked with an integrated Burst PD Laser.,,,,,
armaa_altagrave_head_r,WEAPON,The head-mounted Anti Missile Weapon System is a combination fire-control system linked with an integrated Burst PD Laser.,,,,,
armaa_sprigganHead,WEAPON,A rapid fire weapon that is especially devastating to missiles and fighters at point-blank range. Accuracy degrades sharply during prolonged bursts.,,,,,
armaa_einhander_plus_head,WEAPON,A rapid fire weapon that is especially devastating to missiles and fighters at point-blank range. Accuracy degrades sharply during prolonged bursts.,,,,,
armaa_leynos_minigun_right,WEAPON,Energy based minigun. Effecive versus a variety of targets..,,,,,
,,,,,,,
armaa_einhanderGun,WEAPON,"Progenitor of the Juno-class beam weapon series. It lacks the specialization and raw power of later models due to several defects and the lack of practical knowledge regarding the partial output of energy in p-space. As a result, the pulses it does fire are generally less effective than a standard Pulse Laser; the flip side is that safety limiters on the weapon can be disabled for output far exceeding baseline performance.",,,,,
armaa_sprigganTorso,WEAPON,"Launches a barrage of phased psuedo-projectiles. Extremely effective against fighters. This weapon is fueled directly by the unit's own power core, and the requisite energy required will gradually replenish itself over time.",,,,,
armaa_heavyJavelin,WEAPON,"Heavy artillery developed to defeat extremely thick armor. Limited ammo, slow rate of fire and travel speed means making each shot count is vital.",,,,,
armaa_fluxcannon,WEAPON,"The Juno Mk. III boasts a unique feature shared with the Graviton Beam – an exceptional capability to penetrate shields. However, it stands out with a significantly greater energy demand and output, enabling it to excel against lightly armored adversaries and swiftly disintegrate exposed hulls. Has a brief charging period before firing.",,,,,
armaa_altagrave_fluxcannon,WEAPON,"The Juno Mk. III boasts a unique feature shared with the Graviton Beam – an exceptional capability to penetrate shields. However, it stands out with a significantly greater energy demand and output, enabling it to excel against lightly armored adversaries and swiftly disintegrate exposed hulls. Has a brief charging period before firing.",,,,,
armaa_altagrave_shotgun,WEAPON,"Essentially a ludicrously scaled up shotgun, this weapon flings dozens of superheated projectiles into the target at high velocities, shredding armor.",,,,,
armaa_altagrave_rynoxH,WEAPON,"Fires a trio of high-explosive grenades that explode after a brief delay. Effective both for anti-armor and anti-fighter purposes, as well as against tightly packed formations.",,,,,
armaa_garegga_leftArm,WEAPON,"An assault weapon that spews what can essentially be regarded as torrent of hot molten death. The G-1001K Mutilator differs from its cousin with high velocity shells designed to rapidly strain even the strongest of shield generators. It is, however, only effective at close ranges.",,,,,
armaa_garegga_rightArm,WEAPON,"An assault weapon that spews what can essentially be regarded as torrent of hot molten death. The G-1001 Mutilator earned it's name for it's ability to utterly shred armored targets, rendering them unrecognizable masses of twisted metal. It is, however, only effective at close ranges.",,,,,
armaa_garegga_leftArm_tt,WEAPON,"Fires repeating bolts of energy, favoring the medium-range combatant that has the flux reserves and wants to put constant pressure on the enemy.

Designed to fire pulses rather than a constant beam, with a total power output exceeding constant-operation designs. As with continuous lasers, a carbon dioxide gain medium is fed energy and produces photons at eleven microns wavelengths. 

Greater energy delivered in shorter time means the target is ablated, a process that causes the vaporization of small surfaces sections. The resulting shock waves do additional structural damage. ",,,,,
armaa_garegga_rightArm_tt,WEAPON,"Fires repeating bolts of energy, favoring the medium-range combatant that has the flux reserves and wants to put constant pressure on the enemy. 

Designed to fire pulses rather than a constant beam, with a total power output exceeding constant-operation designs. As with continuous lasers, a carbon dioxide gain medium is fed energy and produces photons at eleven microns wavelengths. 

Greater energy delivered in shorter time means the target is ablated, a process that causes the vaporization of small surfaces sections. The resulting shock waves do additional structural damage. ",,,,,
armaa_garegga_xiv_leftArm,WEAPON,"""Meet the Pulverizer, boys!This beauty can't just dig through space rocks; it carves through enemy ships like they're made of butter. Swoop in, and bam! We'll be pounding through their hulls faster than Perkins blacks out during happy hour.""",- Captain Raine ,,,,
armaa_garegga_xiv_rightArm,WEAPON,"A downscaled Mjolnir that fires in 3-shot bursts. Like its bigger brother, the micro capacitors within each shell are able to deliver enough energy to create a small-scale localized singularity. The built-in gravitic lens devastates all nearby matter, and creates the dreaded electromagnetic pulse (EMP) effect, disabling the target's weapons and systems.",- Captain Raine ,,,,
armaa_prodromos_rightArm,WEAPON,Features a built-in capacitor that lets the weapon fire several bursts in quick succession if allowed to fully recharge. Excellent vs missiles and fighters.,,,,,
armaa_barretta,WEAPON,"In principle an antiquated weapon system, the Barretta fires a high-velocity penetrator round that effectively strips even heavy armor with its sustained surgical barrage and causes utter devastation to the hull beneath.",,,,,
armaa_prodromos_leftArm,WEAPON,"Fearsome in its own right, this low-grade autocannon is only marginally effective against space vehicles. It's more than sufficient for clipping the wings of enemy strikecraft, however.",,,,,
,,,,,,,
armaa_valkenxHead_frig,WEAPON,"Low grade beam weapon geared for point defense duty. After focusing on a target for a moment, it emits a concentrated burst of energy.",,,,,
,,,,,,,
armaa_record_frig_head,WEAPON,"Low grade beam weapon geared for point defense duty. After focusing on a target for a moment, it emits a concentrated burst of energy.",,,,,
,,,,,,,
armaa_altagrave_exceliza,WEAPON,"A grenade launcher. Explodes after a brief delay, dealing considerable damage to anything in the explosions radius.",,,,,
armaa_ionBuster,WEAPON,"A sidegrade of the sector-standard Ion Cannon. Much like it's cousin, the Ion Buster fires bolts of ionized baryonic matter; it differs in design by focusing significantly more power into individual shots instead of providing a steady stream of fire. While the weapon takes far longer to charge and cannot fire as rapidly, the effects are significantly more devastating and can pierce strained shield generators.

In the past, this weapon was actually the standard-issue head unit for Garegga. Their usefulness and effectiveness saw them revised into the modular form seen today.",,,,,
,,,,,,,
armaa_energysurge,SHIP_SYSTEM,"Increases manuverability and activates secondary firing mode of the main weapon at the expense of increased recoil, and decreased rate of fire. All energy damage increases as flux does.",,,,,
armaa_tshell,SHIP_SYSTEM,Speeds up the flow of time on board the ship. Half as effective as the version featured on larger ships. Generates a significant amount of flux when used.,,,,,
armaa_flarelauncher_active,SHIP_SYSTEM,Launches flares to confuse the guidance systems of nearby enemy missiles. The flares are fast and actively track them.,,,,,
armaa_havocDrive,SHIP_SYSTEM,"Briefly slows time, before granting an tremendous speed boost.",,,,,
armaa_mb,SHIP_SYSTEM,"Provides a brief engine boost, propelling the ship forward at an extreme velocity.",Movement,"Provides a brief engine boost, propelling the ship forward at an extreme velocity.",,,
armaa_amalgamatefeed,SHIP_SYSTEM,"Increases Weapon RoF, Speed, and Manuverability of the host ship and fighters while reducing weapon flux cost based on what percentage of the wing is alive.",,,,,
armaa_siegeMode,SHIP_SYSTEM,"Disables shields and diverts power from engines, doubling weapon and sensor range and increasing RoF slightly. Shield resistance of friendly craft within 1000 SU is increased by 10%.",,,increased by 10%,,
armaa_recalldevice,SHIP_SYSTEM,"Teleports a single vessel in need (with the Strikecraft hullmod) back to the carrier, allowing them to be quickly refitted and relaunched.",,,,,
armaa_plasmaJets,SHIP_SYSTEM,Grants an tremendous speed boost in the given direction briefly.,,,,,
armaa_fireboltfeed,SHIP_SYSTEM,"Increases damage and firerate by 25%, while reducing flux cost by 10%.",,,,,
armaa_pdamper,SHIP_SYSTEM,"Decreases damage taken by 40%, with 60% time dilation effect.",,,,,
armaa_mpdamper,SHIP_SYSTEM,"Speeds up timeflow by 30%, reduces damage by 20%.",,,,,
armaa_overshield,SHIP_SYSTEM,Shields absorb 5x damage. Disables weapons.,,,,,
armaa_karma,SHIP_SYSTEM,"Projectiles within 600 SU are absorbed on activation, Hostile tracking missiles that can be hacked will target enemies. On standard Altagrave models, absorbed projectiles grant a scaling weapon RoF/Flux reduction up to 30%, while the [C]ommand variant grants a scaling time dilation bonus up to 15% for all friendlies within 1000 of the unit.",,,,,
armaa_lowgradeemp,SHIP_SYSTEM,"Activates a weak EMP generator. Nearby missiles, fighters, weapon emplacements and engines of enemy ships are all targeted.",,,,,
armaa_oboost,SHIP_SYSTEM,"Dramatically increases speed, and moderately increases manuverability for one second. ",,,,,
armaa_oboost2,SHIP_SYSTEM,Greatly increases speed while steadily increasing flux.,,,,,
armaa_claw,SHIP_SYSTEM,"Autonomous interceptor drones. Two can be launched simultaneously, and carries 6 in total.",,,,,
armaa_silverSword,SHIP_SYSTEM,"Increases speed, acceleration, energy and ballistic rate of fire, as well as flux dissipation and capacity while reducing weapon range past 450 units and doubling CR degradation. Exceeding the time limit will overload the ship and generate an explosion damaging anything within its radius, rendering it vulnerable - however, the effects of this system are greatly magnified as the limit is approached.",,,,,
,,,,,,,
armaa_silverSwordV,SHIP_SYSTEM,"Increases manuverability, non-missile rate of fire, as well as flux dissipation and capacity, tripling CR degradation. Draining the gauge will overload and damage the ship. Effects of the system increase as the gauge nears zero. Best used in short bursts.",,,,,
,,,,,,,
armaa_afcss,SHIP_SYSTEM,"Increases damage dealt to a number of enemies within 2500 SU by 25% based on the combined ECM rating of nearby allies versus that of the enemy. The probability of individual ships being affected is further modified by their own ECCM rating. While the effect does not stack, successive attempts can affect enemies that resisted previous uses.",,,,,
,,,,,,,
armaa_meleeAttack,SHIP_SYSTEM,Charges forward at targeted enemy at high speeds.,,,,,
,,,,,,,
armaa_drone_strike,SHIP_SYSTEM,"Supercharges one of the UWS drones with a brief energy transfer. The drone tracks a nearby target like a missile, dealing damage on impact.",Offensive,Supercharges one of the UWS drones and sends it after a target. The drone deals 400 High Explosive damage and 400 EMP damage on impact.,400 High Explosive | 400 EMP,,
,,,,,,,
armaa_jauntbooster,SHIP_SYSTEM,Greatly boosts speed and acceleration for a short moment. More effective for lateral movement.,Movement,,,,
,,,,,,,
armaa_reload,SHIP_SYSTEM,Press the System Activation key at the right time to fire a powered up shot.,Movement,,,,
armaa_drone_sensor,SHIP_SYSTEM,"Increases weapon and sensor range, while slightly decreasing RoF. Lost drones are slowly replaced.",Movement,,,,
armaa_flare_decoy,SHIP_SYSTEM,"Launches flares that interfere with point-defenses.,Defensive,Launches flares that interfere with point-defenses.",,,,,
armaa_rampagedrive,SHIP_SYSTEM,"Diverts all shield and some weapon power to the ship's engines and dampeners for a short time. Will attempt to ram targets, otherwise charges straight forward. Reduced damage taken and halved weapon rate of fire while active.",Movement,"Diverts all shield and some weapon power to the ship's engines and dampeners for a short time. Will attempt to ram targets, otherwise charges straight forward. A successful ram will deal a bonus 1500 High Explosive damage on impact. -66% damage taken and halved weapon rate of fire while active.",1500 High Explosive | -66%,,
#CAMPAIGN STUFF,,,,,,,
armaarmatura_pirates,FACTION,"The Meshan Reprisal Coalition (MRC) is the evolution of an initially peaceful political movement aimed to hold accountable those responsible for the catastrophic misuse of Domain-era planetkillers throughout the AI Wars. However, over time, the organization took a dark turn, evolving into a radicalized paramilitary organization that operates on the fringes of civilized space today. Their motivations have become morally ambiguous, to say the least.

The MRC maintains loose affiliations with a spectrum of factions; all of whom claim to champion 'noble' causes, such as the ARC. This ambiguous nobility often pits them against the established powers in the Sector, though they hold particular ire towards Tri-Tachyon, the Hegemony, and the Sindrian Diktat. 

Persistent rumors suggest that influential figures in the landscape tacitly endorse the MRC's actions and have been subtly employing them as a sort of proxy to satisfy their own interests. This theory is supported by the steady decrease in any kind of tangible demands for justice and a ramp up in raids and attacks in recent years. The motives behind these actions remain ambiguous, leaving observers to question where the line between righteousness and ruthlessness truly lies.",,,,,
armaa_homeworld,CUSTOM,"New Meshan, a planet deeply scarred by the devastating conflicts of the AI Wars, has undergone significant redevelopment under the stewardship of Arma Armatura. Following their acquisition of planetary rights through a corporate charter after the conclusion of the Second AI War, New Meshan has made notable strides in rebuilding its infrastructure and recapturing its former prosperity.

The colony has experienced remarkable growth, emerging as a prominent gathering point for independent mercenaries and fortune seekers in the surrounding region. Functioning as a fringe supply and maintenance depot, New Meshan provides essential services to those embarking on ventures beyond the Core Worlds. While ArmaA's influence is evident, the population of New Meshan retains a degree of self-governance, adopting a constitutional monarchy as its official governing structure. Nevertheless, there are those who assert that the decisions of a covert supervisory board hold substantial sway over the planet's affairs.",,"Tension between the inhabitants of New Meshan's vast megacities and the Luddic practitioners in the rural countryside have punctuated the ArmaA corporation's presence on the planet; at the same time, this juxtaposition has given rise to a distinctive culture over the past century.

Winding down like hyperdrives in the dead of space, weary offworlders, debauched unbelievers, and the faithul intermingle in the ethereal glow of neon-lit taverns, trading tales of cosmic escapades over water-downed spirits distilled from the remnants of long-defunct megacorps.",,,
,,,,,,,
armaa_station_exsedol,CUSTOM,"A colossal orbital station encircling the heart of an ancient Expansion-era Sporeship, concealed beneath a dense forest of modular hangars, industrial pods, and hab rings. Initially designed as a staging area for Arma Armatura's security forces, it underwent a transformation when refugees, criminals, freedom fighters, and fanatics alike, united in their efforts to convert it into a formidable colony with military capabilities. The result was the birth of a unique colony-military outpost, now recognized as Fort Exsodol.",,"Fort Exsodol exudes an atmosphere strikingly reminiscent of a typical fringe pirate station. Crews hurry to and fro, engaging in animated haggling for stim-sticks or loitering around dens of vice. Amidst this bustling scene, soldiers clad in formidable power armor and even larger battlesuits are actively being loaded onto shuttles, preparing for various covert operations. ",,,	
,,,,,,,
armaa_station_research,CUSTOM,"An abandoned research station, built either to study some interesting local phenomenon or to study that which is best kept far, far away from inhabited worlds. A cursory scan indicates that the majority of the station has been cold and dead for tens of cycles at the very least, possibly hundreds.",,"Upon closer inspection, sensors indicate that a storage section on the port side of the station was recently brought back online, and currently has active power.",,,	
,,,,,,,
armaa_meshan,CUSTOM,"The once thriving planet that housed the headquarters of the Arma Armatura megacorporation in the Persean Sector met an unfathomable fate, as not only was the facility annihilated, but the entire planet itself was torn asunder. The cataclysmic event, perpetrated through the utilization of forbidden planet-cracker weapons, left no hope for discovering the culprits responsible or bringing them to justice. In the aftermath of the devastating destruction, peace talks following the First AI War led to a collective decision among polities to abandon any pursuit of retribution and instead focus on the delicate process of rebuilding and reconciliation.",,"Once hailed as a thriving and fertile world, Meshan's vibrant potential has been reduced to a desolate wasteland and somber burial ground. The planet's tragic fate was sealed over a hundred cycles ago in cycle 94, when a devastating planet-cracker weapon was unleashed upon it, claiming the lives of millions. Despite the claims of a few survivors implicating Tri-Tachyon as the perpetrator, such accusations were swiftly suppressed by the formidable legal team of the megacorporation, who promptly countered with a defamation lawsuit. As a result, any further discussion regarding Tri-Tachyon's involvement was effectively silenced.",,,
